"REF_DATE","GEO","DGUID","Population group","Age","Sex","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 70 years","Females","Life expectancy","Years","308","units ","0","v54069113","1.8.10.3.1","17.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 70 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069114","1.8.10.3.2","17.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 70 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069115","1.8.10.3.3","17.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 75 years","Both sexes","Life expectancy","Years","308","units ","0","v54069116","1.8.11.1.1","12.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 75 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069117","1.8.11.1.2","12.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 75 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069118","1.8.11.1.3","12.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 75 years","Males","Life expectancy","Years","308","units ","0","v54069119","1.8.11.2.1","10.6","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 75 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069120","1.8.11.2.2","10.5","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 75 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069121","1.8.11.2.3","10.6","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 75 years","Females","Life expectancy","Years","308","units ","0","v54069122","1.8.11.3.1","13.6","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 75 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069123","1.8.11.3.2","13.5","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 75 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069124","1.8.11.3.3","13.6","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 80 years","Both sexes","Life expectancy","Years","308","units ","0","v54069125","1.8.12.1.1","9.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 80 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069126","1.8.12.1.2","9.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 80 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069127","1.8.12.1.3","9.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 80 years","Males","Life expectancy","Years","308","units ","0","v54069128","1.8.12.2.1","8.0","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 80 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069129","1.8.12.2.2","7.9","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 80 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069130","1.8.12.2.3","8.0","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 80 years","Females","Life expectancy","Years","308","units ","0","v54069131","1.8.12.3.1","10.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 80 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069132","1.8.12.3.2","10.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 80 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069133","1.8.12.3.3","10.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 85 years","Both sexes","Life expectancy","Years","308","units ","0","v54069134","1.8.13.1.1","7.0","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 85 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069135","1.8.13.1.2","6.9","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 85 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069136","1.8.13.1.3","7.0","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 85 years","Males","Life expectancy","Years","308","units ","0","v54069137","1.8.13.2.1","5.9","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 85 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069138","1.8.13.2.2","5.9","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 85 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069139","1.8.13.2.3","6.0","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 85 years","Females","Life expectancy","Years","308","units ","0","v54069140","1.8.13.3.1","7.6","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 85 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069141","1.8.13.3.2","7.5","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 85 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069142","1.8.13.3.3","7.7","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 90 years","Both sexes","Life expectancy","Years","308","units ","0","v54069143","1.8.14.1.1","5.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 90 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069144","1.8.14.1.2","5.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 90 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069145","1.8.14.1.3","5.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 90 years","Males","Life expectancy","Years","308","units ","0","v54069146","1.8.14.2.1","4.6","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 90 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069147","1.8.14.2.2","4.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 90 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069148","1.8.14.2.3","4.7","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 90 years","Females","Life expectancy","Years","308","units ","0","v54069149","1.8.14.3.1","5.6","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 90 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069150","1.8.14.3.2","5.5","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 90 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069151","1.8.14.3.3","5.8","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 25 years","Both sexes","Life expectancy","Years","308","units ","0","v54069152","1.9.1.1.1","57.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 25 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069153","1.9.1.1.2","57.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 25 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069154","1.9.1.1.3","57.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 25 years","Males","Life expectancy","Years","308","units ","0","v54069155","1.9.1.2.1","55.0","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 25 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069156","1.9.1.2.2","54.8","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 25 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069157","1.9.1.2.3","55.1","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 25 years","Females","Life expectancy","Years","308","units ","0","v54069158","1.9.1.3.1","59.7","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 25 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069159","1.9.1.3.2","59.6","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 25 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069160","1.9.1.3.3","59.8","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 30 years","Both sexes","Life expectancy","Years","308","units ","0","v54069161","1.9.2.1.1","52.5","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 30 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069162","1.9.2.1.2","52.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 30 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069163","1.9.2.1.3","52.6","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 30 years","Males","Life expectancy","Years","308","units ","0","v54069164","1.9.2.2.1","50.1","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 30 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069165","1.9.2.2.2","50.0","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 30 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069166","1.9.2.2.3","50.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 30 years","Females","Life expectancy","Years","308","units ","0","v54069167","1.9.2.3.1","54.8","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 30 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069168","1.9.2.3.2","54.7","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 30 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069169","1.9.2.3.3","54.9","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 35 years","Both sexes","Life expectancy","Years","308","units ","0","v54069170","1.9.3.1.1","47.6","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 35 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069171","1.9.3.1.2","47.5","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 35 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069172","1.9.3.1.3","47.7","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 35 years","Males","Life expectancy","Years","308","units ","0","v54069173","1.9.3.2.1","45.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 35 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069174","1.9.3.2.2","45.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 35 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069175","1.9.3.2.3","45.5","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 35 years","Females","Life expectancy","Years","308","units ","0","v54069176","1.9.3.3.1","49.9","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 35 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069177","1.9.3.3.2","49.8","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 35 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069178","1.9.3.3.3","50.0","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 40 years","Both sexes","Life expectancy","Years","308","units ","0","v54069179","1.9.4.1.1","42.8","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 40 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069180","1.9.4.1.2","42.7","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 40 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069181","1.9.4.1.3","42.9","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 40 years","Males","Life expectancy","Years","308","units ","0","v54069182","1.9.4.2.1","40.5","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 40 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069183","1.9.4.2.2","40.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 40 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069184","1.9.4.2.3","40.7","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 40 years","Females","Life expectancy","Years","308","units ","0","v54069185","1.9.4.3.1","45.1","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 40 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069186","1.9.4.3.2","44.9","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 40 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069187","1.9.4.3.3","45.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 45 years","Both sexes","Life expectancy","Years","308","units ","0","v54069188","1.9.5.1.1","38.0","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 45 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069189","1.9.5.1.2","37.9","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 45 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069190","1.9.5.1.3","38.1","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 45 years","Males","Life expectancy","Years","308","units ","0","v54069191","1.9.5.2.1","35.8","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 45 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069192","1.9.5.2.2","35.6","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 45 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069193","1.9.5.2.3","35.9","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 45 years","Females","Life expectancy","Years","308","units ","0","v54069194","1.9.5.3.1","40.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 45 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069195","1.9.5.3.2","40.1","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 45 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069196","1.9.5.3.3","40.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 50 years","Both sexes","Life expectancy","Years","308","units ","0","v54069197","1.9.6.1.1","33.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 50 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069198","1.9.6.1.2","33.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 50 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069199","1.9.6.1.3","33.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 50 years","Males","Life expectancy","Years","308","units ","0","v54069200","1.9.6.2.1","31.1","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 50 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069201","1.9.6.2.2","31.0","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 50 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069202","1.9.6.2.3","31.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 50 years","Females","Life expectancy","Years","308","units ","0","v54069203","1.9.6.3.1","35.5","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 50 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069204","1.9.6.3.2","35.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 50 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069205","1.9.6.3.3","35.6","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 55 years","Both sexes","Life expectancy","Years","308","units ","0","v54069206","1.9.7.1.1","28.8","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 55 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069207","1.9.7.1.2","28.7","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 55 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069208","1.9.7.1.3","28.9","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 55 years","Males","Life expectancy","Years","308","units ","0","v54069209","1.9.7.2.1","26.6","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 55 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069210","1.9.7.2.2","26.5","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 55 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069211","1.9.7.2.3","26.7","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 55 years","Females","Life expectancy","Years","308","units ","0","v54069212","1.9.7.3.1","30.9","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 55 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069213","1.9.7.3.2","30.8","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 55 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069214","1.9.7.3.3","31.0","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 60 years","Both sexes","Life expectancy","Years","308","units ","0","v54069215","1.9.8.1.1","24.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 60 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069216","1.9.8.1.2","24.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 60 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069217","1.9.8.1.3","24.5","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 60 years","Males","Life expectancy","Years","308","units ","0","v54069218","1.9.8.2.1","22.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 60 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069219","1.9.8.2.2","22.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 60 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069220","1.9.8.2.3","22.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 60 years","Females","Life expectancy","Years","308","units ","0","v54069221","1.9.8.3.1","26.5","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 60 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069222","1.9.8.3.2","26.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 60 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069223","1.9.8.3.3","26.6","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 65 years","Both sexes","Life expectancy","Years","308","units ","0","v54069224","1.9.9.1.1","20.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 65 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069225","1.9.9.1.2","20.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 65 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069226","1.9.9.1.3","20.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 65 years","Males","Life expectancy","Years","308","units ","0","v54069227","1.9.9.2.1","18.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 65 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069228","1.9.9.2.2","18.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 65 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069229","1.9.9.2.3","18.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 65 years","Females","Life expectancy","Years","308","units ","0","v54069230","1.9.9.3.1","22.1","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 65 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069231","1.9.9.3.2","22.0","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 65 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069232","1.9.9.3.3","22.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 70 years","Both sexes","Life expectancy","Years","308","units ","0","v54069233","1.9.10.1.1","16.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 70 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069234","1.9.10.1.2","16.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 70 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069235","1.9.10.1.3","16.5","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 70 years","Males","Life expectancy","Years","308","units ","0","v54069236","1.9.10.2.1","14.7","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 70 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069237","1.9.10.2.2","14.5","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 70 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069238","1.9.10.2.3","14.8","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 70 years","Females","Life expectancy","Years","308","units ","0","v54069239","1.9.10.3.1","18.1","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 70 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069240","1.9.10.3.2","17.9","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 70 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069241","1.9.10.3.3","18.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 75 years","Both sexes","Life expectancy","Years","308","units ","0","v54069242","1.9.11.1.1","12.9","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 75 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069243","1.9.11.1.2","12.8","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 75 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069244","1.9.11.1.3","12.9","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 75 years","Males","Life expectancy","Years","308","units ","0","v54069245","1.9.11.2.1","11.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 75 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069246","1.9.11.2.2","11.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 75 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069247","1.9.11.2.3","11.5","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 75 years","Females","Life expectancy","Years","308","units ","0","v54069248","1.9.11.3.1","14.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 75 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069249","1.9.11.3.2","14.1","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 75 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069250","1.9.11.3.3","14.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 80 years","Both sexes","Life expectancy","Years","308","units ","0","v54069251","1.9.12.1.1","9.8","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 80 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069252","1.9.12.1.2","9.7","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 80 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069253","1.9.12.1.3","9.9","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 80 years","Males","Life expectancy","Years","308","units ","0","v54069254","1.9.12.2.1","8.6","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 80 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069255","1.9.12.2.2","8.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 80 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069256","1.9.12.2.3","8.7","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 80 years","Females","Life expectancy","Years","308","units ","0","v54069257","1.9.12.3.1","10.8","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 80 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069258","1.9.12.3.2","10.7","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 80 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069259","1.9.12.3.3","10.9","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 85 years","Both sexes","Life expectancy","Years","308","units ","0","v54069260","1.9.13.1.1","7.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 85 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54069261","1.9.13.1.2","7.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 85 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54069262","1.9.13.1.3","7.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 85 years","Males","Life expectancy","Years","308","units ","0","v54069263","1.9.13.2.1","6.3","","","","1"
