"REF_DATE","GEO","DGUID","Population group","Age","Sex","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 60 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072435","1.8.8.1.3","92.6","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 60 years","Males","Probability of survival","Years","308","units ","0","v54070853","1.8.8.2.1","90.6","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 60 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071651","1.8.8.2.2","90.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 60 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072449","1.8.8.2.3","90.7","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 60 years","Females","Probability of survival","Years","308","units ","0","v54070867","1.8.8.3.1","94.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 60 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071665","1.8.8.3.2","94.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 60 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072463","1.8.8.3.3","94.5","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 65 years","Both sexes","Probability of survival","Years","308","units ","0","v54070840","1.8.9.1.1","88.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 65 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071638","1.8.9.1.2","88.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 65 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072436","1.8.9.1.3","88.5","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 65 years","Males","Probability of survival","Years","308","units ","0","v54070854","1.8.9.2.1","85.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 65 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071652","1.8.9.2.2","85.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 65 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072450","1.8.9.2.3","85.5","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 65 years","Females","Probability of survival","Years","308","units ","0","v54070868","1.8.9.3.1","91.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 65 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071666","1.8.9.3.2","91.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 65 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072464","1.8.9.3.3","91.5","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 70 years","Both sexes","Probability of survival","Years","308","units ","0","v54070841","1.8.10.1.1","82.1","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 70 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071639","1.8.10.1.2","82.0","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 70 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072437","1.8.10.1.3","82.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 70 years","Males","Probability of survival","Years","308","units ","0","v54070855","1.8.10.2.1","77.5","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 70 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071653","1.8.10.2.2","77.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 70 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072451","1.8.10.2.3","77.8","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 70 years","Females","Probability of survival","Years","308","units ","0","v54070869","1.8.10.3.1","86.7","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 70 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071667","1.8.10.3.2","86.5","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 70 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072465","1.8.10.3.3","86.9","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 75 years","Both sexes","Probability of survival","Years","308","units ","0","v54070842","1.8.11.1.1","73.0","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 75 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071640","1.8.11.1.2","72.8","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 75 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072438","1.8.11.1.3","73.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 75 years","Males","Probability of survival","Years","308","units ","0","v54070856","1.8.11.2.1","66.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 75 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071654","1.8.11.2.2","66.0","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 75 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072452","1.8.11.2.3","66.6","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 75 years","Females","Probability of survival","Years","308","units ","0","v54070870","1.8.11.3.1","79.8","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 75 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071668","1.8.11.3.2","79.5","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 75 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072466","1.8.11.3.3","80.1","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 80 years","Both sexes","Probability of survival","Years","308","units ","0","v54070843","1.8.12.1.1","60.1","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 80 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071641","1.8.12.1.2","59.8","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 80 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072439","1.8.12.1.3","60.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 80 years","Males","Probability of survival","Years","308","units ","0","v54070857","1.8.12.2.1","51.1","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 80 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071655","1.8.12.2.2","50.7","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 80 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072453","1.8.12.2.3","51.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 80 years","Females","Probability of survival","Years","308","units ","0","v54070871","1.8.12.3.1","69.1","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 80 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071669","1.8.12.3.2","68.7","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 80 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072467","1.8.12.3.3","69.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 85 years","Both sexes","Probability of survival","Years","308","units ","0","v54070844","1.8.13.1.1","43.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 85 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071642","1.8.13.1.2","42.9","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 85 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072440","1.8.13.1.3","43.5","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 85 years","Males","Probability of survival","Years","308","units ","0","v54070858","1.8.13.2.1","33.1","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 85 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071656","1.8.13.2.2","32.7","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 85 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072454","1.8.13.2.3","33.5","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 85 years","Females","Probability of survival","Years","308","units ","0","v54070872","1.8.13.3.1","53.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 85 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071670","1.8.13.3.2","52.9","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 85 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072468","1.8.13.3.3","53.7","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 90 years","Both sexes","Probability of survival","Years","308","units ","0","v54070845","1.8.14.1.1","24.7","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 90 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071643","1.8.14.1.2","24.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 90 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072441","1.8.14.1.3","25.0","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 90 years","Males","Probability of survival","Years","308","units ","0","v54070859","1.8.14.2.1","16.0","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 90 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071657","1.8.14.2.2","15.6","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 90 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072455","1.8.14.2.3","16.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 90 years","Females","Probability of survival","Years","308","units ","0","v54070873","1.8.14.3.1","33.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 90 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071671","1.8.14.3.2","32.9","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - secondary graduation","At 90 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072469","1.8.14.3.3","33.8","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 25 years","Both sexes","Probability of survival","Years","308","units ","0","v54070874","1.9.1.1.1","100.0","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 25 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071672","1.9.1.1.2","100.0","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 25 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072470","1.9.1.1.3","100.0","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 25 years","Males","Probability of survival","Years","308","units ","0","v54070888","1.9.1.2.1","100.0","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 25 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071686","1.9.1.2.2","100.0","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 25 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072484","1.9.1.2.3","100.0","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 25 years","Females","Probability of survival","Years","308","units ","0","v54070902","1.9.1.3.1","100.0","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 25 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071700","1.9.1.3.2","100.0","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 25 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072498","1.9.1.3.3","100.0","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 30 years","Both sexes","Probability of survival","Years","308","units ","0","v54070875","1.9.2.1.1","99.8","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 30 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071673","1.9.2.1.2","99.7","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 30 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072471","1.9.2.1.3","99.8","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 30 years","Males","Probability of survival","Years","308","units ","0","v54070889","1.9.2.2.1","99.7","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 30 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071687","1.9.2.2.2","99.7","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 30 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072485","1.9.2.2.3","99.8","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 30 years","Females","Probability of survival","Years","308","units ","0","v54070903","1.9.2.3.1","99.8","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 30 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071701","1.9.2.3.2","99.8","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 30 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072499","1.9.2.3.3","99.9","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 35 years","Both sexes","Probability of survival","Years","308","units ","0","v54070876","1.9.3.1.1","99.5","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 35 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071674","1.9.3.1.2","99.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 35 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072472","1.9.3.1.3","99.5","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 35 years","Males","Probability of survival","Years","308","units ","0","v54070890","1.9.3.2.1","99.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 35 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071688","1.9.3.2.2","99.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 35 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072486","1.9.3.2.3","99.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 35 years","Females","Probability of survival","Years","308","units ","0","v54070904","1.9.3.3.1","99.7","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 35 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071702","1.9.3.3.2","99.6","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 35 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072500","1.9.3.3.3","99.7","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 40 years","Both sexes","Probability of survival","Years","308","units ","0","v54070877","1.9.4.1.1","99.1","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 40 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071675","1.9.4.1.2","99.0","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 40 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072473","1.9.4.1.3","99.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 40 years","Males","Probability of survival","Years","308","units ","0","v54070891","1.9.4.2.1","98.8","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 40 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071689","1.9.4.2.2","98.7","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 40 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072487","1.9.4.2.3","98.9","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 40 years","Females","Probability of survival","Years","308","units ","0","v54070905","1.9.4.3.1","99.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 40 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071703","1.9.4.3.2","99.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 40 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072501","1.9.4.3.3","99.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 45 years","Both sexes","Probability of survival","Years","308","units ","0","v54070878","1.9.5.1.1","98.5","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 45 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071676","1.9.5.1.2","98.5","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 45 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072474","1.9.5.1.3","98.6","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 45 years","Males","Probability of survival","Years","308","units ","0","v54070892","1.9.5.2.1","98.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 45 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071690","1.9.5.2.2","98.1","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 45 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072488","1.9.5.2.3","98.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 45 years","Females","Probability of survival","Years","308","units ","0","v54070906","1.9.5.3.1","98.9","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 45 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071704","1.9.5.3.2","98.8","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 45 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072502","1.9.5.3.3","99.0","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 50 years","Both sexes","Probability of survival","Years","308","units ","0","v54070879","1.9.6.1.1","97.7","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 50 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071677","1.9.6.1.2","97.6","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 50 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072475","1.9.6.1.3","97.8","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 50 years","Males","Probability of survival","Years","308","units ","0","v54070893","1.9.6.2.1","97.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 50 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071691","1.9.6.2.2","97.1","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 50 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072489","1.9.6.2.3","97.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 50 years","Females","Probability of survival","Years","308","units ","0","v54070907","1.9.6.3.1","98.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 50 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071705","1.9.6.3.2","98.1","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 50 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072503","1.9.6.3.3","98.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 55 years","Both sexes","Probability of survival","Years","308","units ","0","v54070880","1.9.7.1.1","96.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 55 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071678","1.9.7.1.2","96.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 55 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072476","1.9.7.1.3","96.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 55 years","Males","Probability of survival","Years","308","units ","0","v54070894","1.9.7.2.1","95.6","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 55 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071692","1.9.7.2.2","95.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 55 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072490","1.9.7.2.3","95.7","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 55 years","Females","Probability of survival","Years","308","units ","0","v54070908","1.9.7.3.1","97.0","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 55 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071706","1.9.7.3.2","96.9","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 55 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072504","1.9.7.3.3","97.1","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 60 years","Both sexes","Probability of survival","Years","308","units ","0","v54070881","1.9.8.1.1","94.1","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 60 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071679","1.9.8.1.2","93.9","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 60 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072477","1.9.8.1.3","94.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 60 years","Males","Probability of survival","Years","308","units ","0","v54070895","1.9.8.2.1","92.9","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 60 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071693","1.9.8.2.2","92.7","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 60 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072491","1.9.8.2.3","93.1","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 60 years","Females","Probability of survival","Years","308","units ","0","v54070909","1.9.8.3.1","95.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 60 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071707","1.9.8.3.2","95.1","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 60 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072505","1.9.8.3.3","95.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 65 years","Both sexes","Probability of survival","Years","308","units ","0","v54070882","1.9.9.1.1","90.5","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 65 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071680","1.9.9.1.2","90.3","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 65 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072478","1.9.9.1.3","90.7","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 65 years","Males","Probability of survival","Years","308","units ","0","v54070896","1.9.9.2.1","88.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 65 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071694","1.9.9.2.2","88.1","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 65 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072492","1.9.9.2.3","88.7","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 65 years","Females","Probability of survival","Years","308","units ","0","v54070910","1.9.9.3.1","92.6","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 65 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071708","1.9.9.3.2","92.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 65 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072506","1.9.9.3.3","92.8","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 70 years","Both sexes","Probability of survival","Years","308","units ","0","v54070883","1.9.10.1.1","84.9","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 70 years","Both sexes","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071681","1.9.10.1.2","84.6","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 70 years","Both sexes","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072479","1.9.10.1.3","85.1","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 70 years","Males","Probability of survival","Years","308","units ","0","v54070897","1.9.10.2.1","81.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 70 years","Males","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071695","1.9.10.2.2","80.9","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 70 years","Males","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072493","1.9.10.2.3","81.8","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 70 years","Females","Probability of survival","Years","308","units ","0","v54070911","1.9.10.3.1","88.4","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 70 years","Females","Low 95% confidence interval, life expectancy","Years","308","units ","0","v54071709","1.9.10.3.2","88.2","","","","1"
"1991/2006","Canada","2016A000011124","Educational attainment - postsecondary diploma","At 70 years","Females","High 95% confidence interval, life expectancy","Years","308","units ","0","v54072507","1.9.10.3.3","88.7","","","","1"
